EnglishName,ScientificName,Introduced,BCR,State,Country,PopulationEstimate,LCL,UCL
Ruby-throated Hummingbird,Archilochus colubris,0,29,GA,USA,364809.00,159620.00,801860.00
Ruby-throated Hummingbird,Archilochus colubris,0,28,VA,USA,349059.00,127299.00,794473.00
Ruby-throated Hummingbird,Archilochus colubris,0,21,TX,USA,314039.00,94140.00,812924.00
Ruby-throated Hummingbird,Archilochus colubris,0,27,SC,USA,312131.00,91596.00,782418.00
Ruby-throated Hummingbird,Archilochus colubris,0,13,NY,USA,294879.00,118974.00,625902.00
Ruby-throated Hummingbird,Archilochus colubris,0,14,NY,USA,291124.00,118624.00,616026.00
Ruby-throated Hummingbird,Archilochus colubris,0,22,IA,USA,288901.00,49837.00,790104.00
Ruby-throated Hummingbird,Archilochus colubris,0,13,ON,CAN,285498.00,118681.00,627833.00
Ruby-throated Hummingbird,Archilochus colubris,0,26,AR,USA,284583.00,95027.00,675599.00
Ruby-throated Hummingbird,Archilochus colubris,0,26,LA,USA,283721.00,79612.00,730872.00
Ruby-throated Hummingbird,Archilochus colubris,0,22,IN,USA,283411.00,92523.00,634689.00
Ruby-throated Hummingbird,Archilochus colubris,0,28,OH,USA,274924.00,107774.00,611115.00
Ruby-throated Hummingbird,Archilochus colubris,0,28,NY,USA,272068.00,94713.00,618871.00
Ruby-throated Hummingbird,Archilochus colubris,0,22,KS,USA,266239.00,88698.00,608178.00
Ruby-throated Hummingbird,Archilochus colubris,0,8,ON,CAN,252012.00,43126.00,730632.00
Ruby-throated Hummingbird,Archilochus colubris,0,22,OH,USA,246774.00,88609.00,563256.00
Ruby-throated Hummingbird,Archilochus colubris,0,28,NC,USA,222701.00,81372.00,525513.00
Ruby-throated Hummingbird,Archilochus colubris,0,6,MB,CAN,221607.00,55728.00,596877.00
Ruby-throated Hummingbird,Archilochus colubris,0,29,SC,USA,218455.00,84008.00,501511.00
Ruby-throated Hummingbird,Archilochus colubris,0,22,OK,USA,215172.00,50095.00,533785.00
Ruby-throated Hummingbird,Archilochus colubris,0,23,MN,USA,195792.00,64687.00,447362.00
Ruby-throated Hummingbird,Archilochus colubris,0,30,MD,USA,171093.00,66351.00,368780.00
Ruby-throated Hummingbird,Archilochus colubris,0,19,OK,USA,163170.00,36894.00,418585.00
Ruby-throated Hummingbird,Archilochus colubris,0,27,FL,USA,151074.00,54293.00,354633.00
Ruby-throated Hummingbird,Archilochus colubris,0,24,OK,USA,150068.00,38575.00,390088.00
Ruby-throated Hummingbird,Archilochus colubris,0,23,IN,USA,144046.00,44209.00,342799.00
Ruby-throated Hummingbird,Archilochus colubris,0,14,NH,USA,138702.00,53356.00,301256.00
Ruby-throated Hummingbird,Archilochus colubris,0,14,VT,USA,138320.00,48830.00,320125.00
Ruby-throated Hummingbird,Archilochus colubris,0,13,OH,USA,131458.00,39173.00,330879.00
Ruby-throated Hummingbird,Archilochus colubris,0,28,GA,USA,128937.00,44075.00,288312.00
Ruby-throated Hummingbird,Archilochus colubris,0,24,AL,USA,94330.00,37365.00,213464.00
Ruby-throated Hummingbird,Archilochus colubris,0,13,PA,USA,92075.00,33209.00,203891.00
Ruby-throated Hummingbird,Archilochus colubris,0,26,MO,USA,89977.00,0.00,304889.00
Ruby-throated Hummingbird,Archilochus colubris,0,13,QC,CAN,89236.00,27279.00,218778.00
Ruby-throated Hummingbird,Archilochus colubris,0,11,MB,CAN,80937.00,26278.00,186768.00
Ruby-throated Hummingbird,Archilochus colubris,0,26,MS,USA,70002.00,0.00,208068.00
Ruby-throated Hummingbird,Archilochus colubris,0,11,ND,USA,69280.00,8076.00,200314.00
Ruby-throated Hummingbird,Archilochus colubris,0,30,MA,USA,62672.00,23228.00,145812.00
Ruby-throated Hummingbird,Archilochus colubris,0,11,SK,CAN,61306.00,4516.00,189476.00
Ruby-throated Hummingbird,Archilochus colubris,0,30,CT,USA,59935.00,17990.00,144787.00
Ruby-throated Hummingbird,Archilochus colubris,0,6,AB,CAN,57112.00,4580.00,180609.00
Ruby-throated Hummingbird,Archilochus colubris,0,26,TN,USA,55381.00,14672.00,148999.00
Ruby-throated Hummingbird,Archilochus colubris,0,28,MD,USA,51994.00,20749.00,117673.00
Ruby-throated Hummingbird,Archilochus colubris,0,37,LA,USA,48413.00,8879.00,134892.00
Ruby-throated Hummingbird,Archilochus colubris,0,14,MA,USA,48281.00,11961.00,126861.00
Ruby-throated Hummingbird,Archilochus colubris,0,27,KY,USA,48039.00,3463.00,139079.00
Ruby-throated Hummingbird,Archilochus colubris,0,14,PE,CAN,47565.00,10130.00,130272.00
Ruby-throated Hummingbird,Archilochus colubris,0,12,MB,CAN,47530.00,12212.00,118779.00
Ruby-throated Hummingbird,Archilochus colubris,0,29,MD,USA,46800.00,14018.00,118746.00
Ruby-throated Hummingbird,Archilochus colubris,0,24,OH,USA,46284.00,11532.00,119367.00
Ruby-throated Hummingbird,Archilochus colubris,0,29,PA,USA,46098.00,12560.00,113974.00
Ruby-throated Hummingbird,Archilochus colubris,0,6,SK,CAN,45012.00,0.00,138604.00
Ruby-throated Hummingbird,Archilochus colubris,0,30,VA,USA,43006.00,6834.00,123477.00
Ruby-throated Hummingbird,Archilochus colubris,0,30,NJ,USA,42954.00,11043.00,110552.00
Ruby-throated Hummingbird,Archilochus colubris,0,29,AL,USA,41716.00,14619.00,95872.00
Ruby-throated Hummingbird,Archilochus colubris,0,27,LA,USA,40935.00,11274.00,100899.00
Ruby-throated Hummingbird,Archilochus colubris,0,8,MB,CAN,39087.00,0.00,119841.00
Ruby-throated Hummingbird,Archilochus colubris,0,28,SC,USA,36700.00,12615.00,85187.00
Ruby-throated Hummingbird,Archilochus colubris,0,31,FL,USA,35941.00,5633.00,118123.00
Ruby-throated Hummingbird,Archilochus colubris,0,22,MI,USA,33491.00,8494.00,81218.00
Ruby-throated Hummingbird,Archilochus colubris,0,37,TX,USA,30663.00,5874.00,83570.00
Ruby-throated Hummingbird,Archilochus colubris,0,30,DE,USA,30640.00,9181.00,74707.00
Ruby-throated Hummingbird,Archilochus colubris,0,11,MN,USA,28555.00,1772.00,85932.00
Ruby-throated Hummingbird,Archilochus colubris,0,13,VT,USA,27305.00,2816.00,82641.00
Ruby-throated Hummingbird,Archilochus colubris,0,11,AB,CAN,24454.00,0.00,87792.00
Ruby-throated Hummingbird,Archilochus colubris,0,30,NH,USA,23426.00,5161.00,64679.00
Ruby-throated Hummingbird,Archilochus colubris,0,22,NE,USA,21972.00,0.00,78469.00
Ruby-throated Hummingbird,Archilochus colubris,0,28,NJ,USA,18362.00,3680.00,52974.00
Ruby-throated Hummingbird,Archilochus colubris,0,23,IA,USA,16902.00,0.00,57930.00
Ruby-throated Hummingbird,Archilochus colubris,0,26,KY,USA,14262.00,5267.00,32028.00
Ruby-throated Hummingbird,Archilochus colubris,0,30,RI,USA,10316.00,0.00,31492.00
Ruby-throated Hummingbird,Archilochus colubris,0,26,IL,USA,8799.00,3250.00,19760.00
Ruby-throated Hummingbird,Archilochus colubris,0,22,WI,USA,8420.00,445.00,25544.00
Ruby-throated Hummingbird,Archilochus colubris,0,19,KS,USA,8119.00,0.00,35522.00
Ruby-throated Hummingbird,Archilochus colubris,0,21,KS,USA,7837.00,2849.00,17830.00
Ruby-throated Hummingbird,Archilochus colubris,0,22,MN,USA,7552.00,0.00,30337.00
Ruby-throated Hummingbird,Archilochus colubris,0,23,IL,USA,6478.00,0.00,22156.00
Ruby-throated Hummingbird,Archilochus colubris,0,11,SD,USA,6350.00,0.00,33796.00
Ruby-throated Hummingbird,Archilochus colubris,0,14,CT,USA,6004.00,595.00,18304.00
Ruby-throated Hummingbird,Archilochus colubris,0,28,CT,USA,5129.00,1012.00,13087.00
Ruby-throated Hummingbird,Archilochus colubris,0,29,NJ,USA,4975.00,0.00,16640.00
Ruby-throated Hummingbird,Archilochus colubris,0,28,MA,USA,3997.00,788.00,10199.00
Ruby-throated Hummingbird,Archilochus colubris,0,36,TX,USA,3756.00,0.00,19418.00
Ruby-throated Hummingbird,Archilochus colubris,0,24,KS,USA,2090.00,538.00,5431.00
Ruby-throated Hummingbird,Archilochus colubris,0,30,NY,USA,2002.00,0.00,9388.00
Ruby-throated Hummingbird,Archilochus colubris,0,30,ME,USA,1340.00,0.00,6163.00
Ruby-throated Hummingbird,Archilochus colubris,0,30,PA,USA,1303.00,335.00,3353.00
Ruby-throated Hummingbird,Archilochus colubris,0,23,OH,USA,1192.00,366.00,2835.00
Ruby-throated Hummingbird,Archilochus colubris,0,29,DE,USA,843.00,230.00,2084.00
Ruby-throated Hummingbird,Archilochus colubris,0,30,VT,USA,300.00,67.00,829.00
Ruby-throated Hummingbird,Archilochus colubris,0,29,NY,USA,210.00,0.00,701.00
Ruby-throated Hummingbird,Archilochus colubris,0,37,MS,USA,175.00,33.00,486.00
Black-chinned Hummingbird,Archilochus alexandri,0,20,TX,USA,872342.00,272522.00,2219111.00
Black-chinned Hummingbird,Archilochus alexandri,0,16,UT,USA,784974.00,286694.00,1722031.00
Black-chinned Hummingbird,Archilochus alexandri,0,34,AZ,USA,765269.00,276823.00,1792930.00
Black-chinned Hummingbird,Archilochus alexandri,0,35,NM,USA,635535.00,120933.00,1824729.00
Black-chinned Hummingbird,Archilochus alexandri,0,16,NM,USA,625693.00,170553.00,1456559.00
Black-chinned Hummingbird,Archilochus alexandri,0,19,TX,USA,549777.00,113868.00,1438004.00
Black-chinned Hummingbird,Archilochus alexandri,0,21,TX,USA,537329.00,170515.00,1259892.00
Black-chinned Hummingbird,Archilochus alexandri,0,32,CA,USA,501083.00,118447.00,1390999.00
Black-chinned Hummingbird,Archilochus alexandri,0,16,CO,USA,413211.00,147713.00,965321.00
Black-chinned Hummingbird,Archilochus alexandri,0,33,AZ,USA,398116.00,21491.00,1430378.00
Black-chinned Hummingbird,Archilochus alexandri,0,35,TX,USA,296770.00,94330.00,724569.00
Black-chinned Hummingbird,Archilochus alexandri,0,9,ID,USA,204255.00,10228.00,775525.00
Black-chinned Hummingbird,Archilochus alexandri,0,16,AZ,USA,202055.00,3869.00,671330.00
Black-chinned Hummingbird,Archilochus alexandri,0,10,BC,CAN,196339.00,2385.00,687319.00
Black-chinned Hummingbird,Archilochus alexandri,0,36,TX,USA,168271.00,15142.00,530305.00
Black-chinned Hummingbird,Archilochus alexandri,0,10,WA,USA,130797.00,23037.00,392934.00
Black-chinned Hummingbird,Archilochus alexandri,0,9,NV,USA,115584.00,0.00,423181.00
Black-chinned Hummingbird,Archilochus alexandri,0,33,NV,USA,111146.00,24819.00,302592.00
Black-chinned Hummingbird,Archilochus alexandri,0,33,CA,USA,90334.00,0.00,277067.00
Black-chinned Hummingbird,Archilochus alexandri,0,18,TX,USA,85137.00,8840.00,270048.00
Black-chinned Hummingbird,Archilochus alexandri,0,18,NM,USA,77679.00,11625.00,220781.00
Black-chinned Hummingbird,Archilochus alexandri,0,10,ID,USA,67972.00,3798.00,198167.00
Black-chinned Hummingbird,Archilochus alexandri,0,9,UT,USA,57627.00,5522.00,173566.00
Black-chinned Hummingbird,Archilochus alexandri,0,34,NM,USA,37352.00,0.00,118678.00
Black-chinned Hummingbird,Archilochus alexandri,0,19,OK,USA,35933.00,1654.00,124720.00
Black-chinned Hummingbird,Archilochus alexandri,0,15,CA,USA,35671.00,0.00,120138.00
Black-chinned Hummingbird,Archilochus alexandri,0,10,MT,USA,30652.00,0.00,116092.00
Black-chinned Hummingbird,Archilochus alexandri,0,9,WA,USA,26496.00,3767.00,77468.00
Black-chinned Hummingbird,Archilochus alexandri,0,10,CO,USA,22311.00,0.00,87526.00
Black-chinned Hummingbird,Archilochus alexandri,0,9,OR,USA,20305.00,0.00,79434.00
Black-chinned Hummingbird,Archilochus alexandri,0,18,CO,USA,19754.00,0.00,68431.00
Black-chinned Hummingbird,Archilochus alexandri,0,21,OK,USA,19361.00,0.00,82624.00
Black-chinned Hummingbird,Archilochus alexandri,0,25,TX,USA,8808.00,0.00,32330.00
Black-chinned Hummingbird,Archilochus alexandri,0,9,BC,CAN,8256.00,0.00,33478.00
Black-chinned Hummingbird,Archilochus alexandri,0,35,AZ,USA,8227.00,1566.00,23622.00
Black-chinned Hummingbird,Archilochus alexandri,0,9,CA,USA,7362.00,0.00,35983.00
Black-chinned Hummingbird,Archilochus alexandri,0,16,ID,USA,5286.00,1931.00,11595.00
Black-chinned Hummingbird,Archilochus alexandri,0,18,OK,USA,3994.00,0.00,19299.00
Black-chinned Hummingbird,Archilochus alexandri,0,33,UT,USA,1476.00,330.00,4017.00
Black-chinned Hummingbird,Archilochus alexandri,0,16,NV,USA,578.00,12.00,1921.00
Anna's Hummingbird,Calypte anna,0,32,CA,USA,6297709.00,2751340.00,13874454.00
Anna's Hummingbird,Calypte anna,0,15,CA,USA,570293.00,195640.00,1364797.00
Anna's Hummingbird,Calypte anna,0,5,CA,USA,487508.00,190664.00,1041235.00
Anna's Hummingbird,Calypte anna,0,34,AZ,USA,418812.00,62045.00,1248616.00
Anna's Hummingbird,Calypte anna,0,33,AZ,USA,320122.00,109407.00,757963.00
Anna's Hummingbird,Calypte anna,0,5,OR,USA,218955.00,30020.00,599070.00
Anna's Hummingbird,Calypte anna,0,5,BC,CAN,124606.00,4390.00,438604.00
Anna's Hummingbird,Calypte anna,0,5,WA,USA,106586.00,22509.00,297538.00
Anna's Hummingbird,Calypte anna,0,9,CA,USA,79304.00,4980.00,256647.00
Anna's Hummingbird,Calypte anna,0,16,AZ,USA,76630.00,0.00,258201.00
Anna's Hummingbird,Calypte anna,0,33,CA,USA,43135.00,0.00,148167.00
Anna's Hummingbird,Calypte anna,0,9,NV,USA,11060.00,0.00,61377.00
Anna's Hummingbird,Calypte anna,0,9,OR,USA,9674.00,0.00,35983.00
Anna's Hummingbird,Calypte anna,0,9,WA,USA,8176.00,0.00,32443.00
Costa's Hummingbird,Calypte costae,0,33,CA,USA,662971.00,51617.00,2305769.00
Costa's Hummingbird,Calypte costae,0,32,CA,USA,362824.00,69256.00,1022168.00
Costa's Hummingbird,Calypte costae,0,33,AZ,USA,265786.00,46429.00,737244.00
Costa's Hummingbird,Calypte costae,0,34,AZ,USA,181992.00,6805.00,688307.00
Costa's Hummingbird,Calypte costae,0,33,NV,USA,80015.00,0.00,286081.00
Costa's Hummingbird,Calypte costae,0,16,AZ,USA,27857.00,0.00,148893.00
Costa's Hummingbird,Calypte costae,0,16,UT,USA,1757.00,0.00,8736.00
Costa's Hummingbird,Calypte costae,0,33,UT,USA,566.00,0.00,2021.00
Costa's Hummingbird,Calypte costae,0,16,NV,USA,160.00,0.00,852.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,16,CO,USA,4165949.00,2408386.00,7067343.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,16,NM,USA,1133676.00,401761.00,2401705.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,16,UT,USA,985010.00,525875.00,1770516.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,35,NM,USA,671775.00,17223.00,2477052.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,9,NV,USA,613831.00,2614.00,1978147.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,34,AZ,USA,581211.00,243877.00,1126353.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,9,ID,USA,125414.00,872.00,412003.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,18,CO,USA,112498.00,0.00,376435.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,10,WY,USA,108675.00,22699.00,261056.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,16,WY,USA,78992.00,29619.00,165827.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,16,AZ,USA,73611.00,12070.00,182204.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,34,NM,USA,39180.00,1572.00,123535.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,10,CO,USA,30215.00,0.00,105382.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,9,UT,USA,21994.00,3848.00,50198.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,9,CA,USA,19583.00,0.00,66488.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,35,AZ,USA,17393.00,447.00,64131.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,35,TX,USA,11076.00,0.00,41282.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,17,SD,USA,9274.00,0.00,34257.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,10,UT,USA,3050.00,0.00,7434.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,17,WY,USA,1690.00,0.00,6365.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,16,NV,USA,422.00,70.00,1043.00
Broad-tailed Hummingbird,Selasphorus platycercus,0,9,WY,USA,277.00,2.00,909.00
Rufous Hummingbird,Selasphorus rufus,0,5,BC,CAN,7296912.00,2876617.00,16194139.00
Rufous Hummingbird,Selasphorus rufus,0,5,AK,USA,4471580.00,1549568.00,10652604.00
Rufous Hummingbird,Selasphorus rufus,0,10,BC,CAN,4153228.00,1649828.00,8723832.00
Rufous Hummingbird,Selasphorus rufus,0,5,OR,USA,1805354.00,716960.00,4030124.00
Rufous Hummingbird,Selasphorus rufus,0,5,WA,USA,1532827.00,626505.00,3252139.00
Rufous Hummingbird,Selasphorus rufus,0,9,BC,CAN,772759.00,256741.00,1907153.00
Rufous Hummingbird,Selasphorus rufus,0,9,WA,USA,753605.00,215605.00,1969094.00
Rufous Hummingbird,Selasphorus rufus,0,10,ID,USA,191173.00,31826.00,571418.00
Rufous Hummingbird,Selasphorus rufus,0,10,MT,USA,155901.00,34220.00,437784.00
Rufous Hummingbird,Selasphorus rufus,0,5,YT,CAN,146137.00,50642.00,348140.00
Rufous Hummingbird,Selasphorus rufus,0,9,OR,USA,141450.00,36858.00,350777.00
Rufous Hummingbird,Selasphorus rufus,0,10,OR,USA,110221.00,7269.00,340382.00
Rufous Hummingbird,Selasphorus rufus,0,5,CA,USA,69947.00,3690.00,225913.00
Rufous Hummingbird,Selasphorus rufus,0,10,WA,USA,19589.00,4032.00,53724.00
Rufous Hummingbird,Selasphorus rufus,0,9,ID,USA,19481.00,0.00,76983.00
Rufous Hummingbird,Selasphorus rufus,0,10,WY,USA,19040.00,0.00,59283.00
Rufous Hummingbird,Selasphorus rufus,0,9,CA,USA,15140.00,0.00,75528.00
Rufous Hummingbird,Selasphorus rufus,0,10,AB,CAN,11069.00,0.00,49616.00
Rufous Hummingbird,Selasphorus rufus,0,15,CA,USA,7281.00,0.00,36322.00
Rufous Hummingbird,Selasphorus rufus,0,11,AB,CAN,1950.00,0.00,9105.00
Allen's Hummingbird,Selasphorus sasin,0,32,CA,USA,1215002.00,155429.00,4165346.00
Allen's Hummingbird,Selasphorus sasin,0,5,CA,USA,221232.00,57125.00,601350.00
Allen's Hummingbird,Selasphorus sasin,0,5,OR,USA,48448.00,0.00,203045.00
Calliope Hummingbird,Selasphorus calliope,0,10,BC,CAN,1094423.00,309199.00,2765550.00
Calliope Hummingbird,Selasphorus calliope,0,10,ID,USA,566238.00,84703.00,1600624.00
Calliope Hummingbird,Selasphorus calliope,0,9,ID,USA,542878.00,7137.00,2122626.00
Calliope Hummingbird,Selasphorus calliope,0,10,MT,USA,473337.00,130088.00,1213266.00
Calliope Hummingbird,Selasphorus calliope,0,9,BC,CAN,338185.00,111006.00,855924.00
Calliope Hummingbird,Selasphorus calliope,0,10,WA,USA,295124.00,76682.00,720669.00
Calliope Hummingbird,Selasphorus calliope,0,10,OR,USA,284354.00,34013.00,806923.00
Calliope Hummingbird,Selasphorus calliope,0,9,WA,USA,239647.00,71073.00,597659.00
Calliope Hummingbird,Selasphorus calliope,0,15,CA,USA,168638.00,54593.00,381287.00
Calliope Hummingbird,Selasphorus calliope,0,9,NV,USA,130926.00,0.00,523784.00
Calliope Hummingbird,Selasphorus calliope,0,9,CA,USA,101470.00,13466.00,291501.00
Calliope Hummingbird,Selasphorus calliope,0,10,WY,USA,79195.00,0.00,306171.00
Calliope Hummingbird,Selasphorus calliope,0,9,OR,USA,58499.00,4650.00,169786.00
Calliope Hummingbird,Selasphorus calliope,0,5,CA,USA,37609.00,1577.00,120011.00
Calliope Hummingbird,Selasphorus calliope,0,32,CA,USA,22844.00,0.00,100970.00
Calliope Hummingbird,Selasphorus calliope,0,5,OR,USA,12048.00,0.00,47371.00
Calliope Hummingbird,Selasphorus calliope,0,16,UT,USA,11531.00,0.00,50781.00
Calliope Hummingbird,Selasphorus calliope,0,15,NV,USA,3648.00,1181.00,8248.00
Calliope Hummingbird,Selasphorus calliope,0,5,WA,USA,2395.00,0.00,13180.00
Calliope Hummingbird,Selasphorus calliope,0,16,ID,USA,156.00,0.00,684.00
Calliope Hummingbird,Selasphorus calliope,0,9,WY,USA,144.00,2.00,562.00
Broad-billed Hummingbird,Cynanthus latirostris,0,34,AZ,USA,226949.00,6875.00,757222.00
Broad-billed Hummingbird,Cynanthus latirostris,0,33,AZ,USA,5410.00,0.00,27733.00
Buff-bellied Hummingbird,Amazilia yucatanensis,0,37,TX,USA,85110.00,0.00,314700.00
Buff-bellied Hummingbird,Amazilia yucatanensis,0,36,TX,USA,23064.00,0.00,75286.00
Black Vulture,Coragyps atratus,0,31,FL,USA,369643.00,229145.00,576712.00
Black Vulture,Coragyps atratus,0,21,TX,USA,316345.00,174310.00,515727.00
Black Vulture,Coragyps atratus,0,27,FL,USA,131569.00,22887.00,371763.00
Black Vulture,Coragyps atratus,0,25,TX,USA,109464.00,58390.00,182016.00
Black Vulture,Coragyps atratus,0,20,TX,USA,91118.00,45205.00,160163.00
Black Vulture,Coragyps atratus,0,27,MS,USA,86595.00,47598.00,144772.00
Black Vulture,Coragyps atratus,0,27,GA,USA,79163.00,48601.00,123226.00
Black Vulture,Coragyps atratus,0,37,TX,USA,62500.00,31599.00,114006.00
Black Vulture,Coragyps atratus,0,24,TN,USA,50132.00,17184.00,107084.00
Black Vulture,Coragyps atratus,0,29,GA,USA,46589.00,23071.00,83011.00
Black Vulture,Coragyps atratus,0,36,TX,USA,45638.00,22685.00,82370.00
Black Vulture,Coragyps atratus,0,27,AL,USA,41157.00,23635.00,65985.00
Black Vulture,Coragyps atratus,0,26,LA,USA,36630.00,15918.00,68731.00
Black Vulture,Coragyps atratus,0,25,LA,USA,30388.00,17853.00,49482.00
Black Vulture,Coragyps atratus,0,27,NC,USA,25770.00,13641.00,44067.00
Black Vulture,Coragyps atratus,0,29,NC,USA,25683.00,11722.00,45638.00
Black Vulture,Coragyps atratus,0,29,VA,USA,24555.00,9932.00,58229.00
Black Vulture,Coragyps atratus,0,27,SC,USA,23327.00,7378.00,48412.00
Black Vulture,Coragyps atratus,0,25,AR,USA,21311.00,10151.00,37869.00
Black Vulture,Coragyps atratus,0,24,KY,USA,20050.00,10782.00,33632.00
Black Vulture,Coragyps atratus,0,19,TX,USA,19800.00,2697.00,47511.00
Black Vulture,Coragyps atratus,0,27,TN,USA,17857.00,4452.00,40348.00
Black Vulture,Coragyps atratus,0,27,VA,USA,17524.00,3767.00,41809.00
Black Vulture,Coragyps atratus,0,21,OK,USA,14477.00,2203.00,37537.00
Black Vulture,Coragyps atratus,0,25,OK,USA,13872.00,2866.00,34553.00
Black Vulture,Coragyps atratus,0,35,TX,USA,13008.00,1048.00,30906.00
Black Vulture,Coragyps atratus,0,27,LA,USA,12185.00,4545.00,23200.00
Black Vulture,Coragyps atratus,0,24,AR,USA,11123.00,903.00,29737.00
Black Vulture,Coragyps atratus,0,29,SC,USA,10650.00,4735.00,20362.00
Black Vulture,Coragyps atratus,0,28,VA,USA,9477.00,3389.00,19483.00
Black Vulture,Coragyps atratus,0,30,MD,USA,8638.00,5001.00,13808.00
Black Vulture,Coragyps atratus,0,26,MS,USA,7619.00,0.00,23875.00
Black Vulture,Coragyps atratus,0,27,KY,USA,7025.00,3064.00,13059.00
Black Vulture,Coragyps atratus,0,33,AZ,USA,6616.00,0.00,16613.00
Black Vulture,Coragyps atratus,0,37,LA,USA,5618.00,1714.00,11126.00
Black Vulture,Coragyps atratus,0,28,AL,USA,5226.00,1400.00,12258.00
Black Vulture,Coragyps atratus,0,24,IL,USA,4316.00,993.00,9478.00
Black Vulture,Coragyps atratus,0,28,PA,USA,4281.00,879.00,12851.00
Black Vulture,Coragyps atratus,0,24,AL,USA,4195.00,719.00,9660.00
Black Vulture,Coragyps atratus,0,29,MD,USA,2913.00,1160.00,5590.00
Black Vulture,Coragyps atratus,0,29,PA,USA,2908.00,966.00,6042.00
Black Vulture,Coragyps atratus,0,28,TN,USA,2792.00,484.00,6985.00
Black Vulture,Coragyps atratus,0,24,OK,USA,2598.00,315.00,5952.00
Black Vulture,Coragyps atratus,0,28,WV,USA,2514.00,707.00,5507.00
Black Vulture,Coragyps atratus,0,24,IN,USA,2090.00,351.00,5103.00
Black Vulture,Coragyps atratus,0,30,NJ,USA,1949.00,435.00,4384.00
Black Vulture,Coragyps atratus,0,29,AL,USA,1887.00,551.00,3916.00
Black Vulture,Coragyps atratus,0,28,KY,USA,1558.00,58.00,4275.00
Black Vulture,Coragyps atratus,0,24,MO,USA,1361.00,253.00,3270.00
Black Vulture,Coragyps atratus,0,28,GA,USA,1315.00,351.00,2846.00
Black Vulture,Coragyps atratus,0,28,NC,USA,1256.00,0.00,3589.00
Black Vulture,Coragyps atratus,0,30,DE,USA,1248.00,444.00,2548.00
Black Vulture,Coragyps atratus,0,22,OK,USA,1096.00,0.00,4338.00
Black Vulture,Coragyps atratus,0,22,OH,USA,990.00,0.00,3197.00
Black Vulture,Coragyps atratus,0,29,NJ,USA,906.00,155.00,1970.00
Black Vulture,Coragyps atratus,0,26,AR,USA,631.00,0.00,2439.00
Black Vulture,Coragyps atratus,0,30,VA,USA,536.00,64.00,1463.00
Black Vulture,Coragyps atratus,0,28,NJ,USA,448.00,103.00,1000.00
Black Vulture,Coragyps atratus,0,34,AZ,USA,430.00,0.00,1471.00
Black Vulture,Coragyps atratus,0,28,MD,USA,357.00,74.00,808.00
Black Vulture,Coragyps atratus,0,28,OH,USA,269.00,23.00,724.00
Black Vulture,Coragyps atratus,0,24,OH,USA,218.00,48.00,463.00
Black Vulture,Coragyps atratus,0,26,TN,USA,207.00,0.00,632.00
Black Vulture,Coragyps atratus,0,22,IN,USA,108.00,0.00,389.00
Black Vulture,Coragyps atratus,0,29,DE,USA,107.00,36.00,221.00
Black Vulture,Coragyps atratus,0,26,KY,USA,75.00,0.00,247.00
Black Vulture,Coragyps atratus,0,30,PA,USA,60.00,14.00,133.00
Black Vulture,Coragyps atratus,0,26,IL,USA,47.00,0.00,153.00
Black Vulture,Coragyps atratus,0,13,NY,USA,45.00,0.00,190.00
Black Vulture,Coragyps atratus,0,13,OH,USA,41.00,0.00,199.00
Black Vulture,Coragyps atratus,0,14,VT,USA,23.00,0.00,105.00
Black Vulture,Coragyps atratus,0,37,MS,USA,21.00,7.00,41.00
Black Vulture,Coragyps atratus,0,29,NY,USA,2.00,1.00,3.00
Turkey Vulture,Cathartes aura,0,21,TX,USA,621014.00,398229.00,910254.00
Turkey Vulture,Cathartes aura,0,35,TX,USA,543063.00,326951.00,855325.00
Turkey Vulture,Cathartes aura,0,19,TX,USA,410904.00,228742.00,686696.00
Turkey Vulture,Cathartes aura,0,20,TX,USA,341379.00,208581.00,521580.00
Turkey Vulture,Cathartes aura,0,36,TX,USA,332448.00,180336.00,554367.00
Turkey Vulture,Cathartes aura,0,32,CA,USA,254859.00,160822.00,384484.00
Turkey Vulture,Cathartes aura,0,27,NC,USA,196962.00,120400.00,306464.00
Turkey Vulture,Cathartes aura,0,33,AZ,USA,188300.00,103437.00,312293.00
Turkey Vulture,Cathartes aura,0,19,OK,USA,182744.00,91766.00,331478.00
