"cell_id","cell_area","cell_sum","cell_sum_se","week","season","cell_area_sum","cell_sum_sum","cell_sum_sum_se"
6,5659,1767.77796863019,1.71472268526018,2018-07-20,"postbreeding_migration",40471,20429.227562964,10.9576014847491
7,5648,1968.71592894197,2.05742271925111,2018-07-20,"postbreeding_migration",40471,20429.227562964,10.9576014847491
8,5587,3782.53485402465,4.65984376465568,2018-07-20,"postbreeding_migration",40471,20429.227562964,10.9576014847491
1,1191,585.915919348598,2.73792320692095,2018-07-27,"postbreeding_migration",40471,25258.1456551552,14.6413838947973
2,5473,2692.75388506055,3.56678144152989,2018-07-27,"postbreeding_migration",40471,25258.1456551552,14.6413838947973
3,5595,4743.68766662478,5.35604633805784,2018-07-27,"postbreeding_migration",40471,25258.1456551552,14.6413838947973
4,5659,4883.79440042377,9.87706771324901,2018-07-27,"postbreeding_migration",40471,25258.1456551552,14.6413838947973
5,5659,3414.02496337891,6.09315654112997,2018-07-27,"postbreeding_migration",40471,25258.1456551552,14.6413838947973
6,5659,2564.68650192022,2.48020515204035,2018-07-27,"postbreeding_migration",40471,25258.1456551552,14.6413838947973
7,5648,2528.41327816248,2.33126350921619,2018-07-27,"postbreeding_migration",40471,25258.1456551552,14.6413838947973
8,5587,3844.86904023588,4.38126765312706,2018-07-27,"postbreeding_migration",40471,25258.1456551552,14.6413838947973
1,1191,627.68155425787,2.75723239749256,2018-08-03,"postbreeding_migration",40471,28441.1253503561,14.0505704656114
2,5473,2959.91013073921,3.41403646879171,2018-08-03,"postbreeding_migration",40471,28441.1253503561,14.0505704656114
3,5595,5315.64565193653,5.47303284652895,2018-08-03,"postbreeding_migration",40471,28441.1253503561,14.0505704656114
4,5659,6117.90337669849,8.85863044202301,2018-08-03,"postbreeding_migration",40471,28441.1253503561,14.0505704656114
5,5659,3934.93626946211,5.88148844844376,2018-08-03,"postbreeding_migration",40471,28441.1253503561,14.0505704656114
6,5659,3019.54585716128,3.25083747424448,2018-08-03,"postbreeding_migration",40471,28441.1253503561,14.0505704656114
7,5648,2792.08652302623,2.7303249925416,2018-08-03,"postbreeding_migration",40471,28441.1253503561,14.0505704656114
8,5587,3673.41598707438,4.13722223714652,2018-08-03,"postbreeding_migration",40471,28441.1253503561,14.0505704656114
1,1191,628.295809417963,3.15880963129464,2018-08-10,"postbreeding_migration",40471,30384.4876495749,14.0466464270928
2,5473,2950.88425473869,3.53707627412058,2018-08-10,"postbreeding_migration",40471,30384.4876495749,14.0466464270928
3,5595,5506.35087302327,5.80862932682144,2018-08-10,"postbreeding_migration",40471,30384.4876495749,14.0466464270928
4,5659,6713.71961140633,8.4721007365816,2018-08-10,"postbreeding_migration",40471,30384.4876495749,14.0466464270928
5,5659,4302.20421099663,5.45097447771031,2018-08-10,"postbreeding_migration",40471,30384.4876495749,14.0466464270928
6,5659,3368.64293721318,3.72332837853285,2018-08-10,"postbreeding_migration",40471,30384.4876495749,14.0466464270928
7,5648,3081.99665248394,3.2060841775065,2018-08-10,"postbreeding_migration",40471,30384.4876495749,14.0466464270928
8,5587,3832.39330029488,3.9303117841415,2018-08-10,"postbreeding_migration",40471,30384.4876495749,14.0466464270928
