"cell_id","cell_area","cell_sum","cell_sum_se","week","season","cell_area_sum","cell_sum_sum","cell_sum_sum_se"
1,1191,415.866257995367,1.60303507668041,2018-08-10,"postbreeding_migration",40471,42248.3304859996,19.0153170204797
2,5473,3408.75827237964,5.96923728285489,2018-08-10,"postbreeding_migration",40471,42248.3304859996,19.0153170204797
3,5595,6598.59402012825,6.36571767962184,2018-08-10,"postbreeding_migration",40471,42248.3304859996,19.0153170204797
4,5659,8087.05397069454,7.74564421783038,2018-08-10,"postbreeding_migration",40471,42248.3304859996,19.0153170204797
5,5659,7284.02424612641,8.7753124231153,2018-08-10,"postbreeding_migration",40471,42248.3304859996,19.0153170204797
6,5659,7470.36008048058,8.27185006615152,2018-08-10,"postbreeding_migration",40471,42248.3304859996,19.0153170204797
7,5648,5371.96390810609,7.3127445844938,2018-08-10,"postbreeding_migration",40471,42248.3304859996,19.0153170204797
8,5587,3611.70973008871,4.89464557135426,2018-08-10,"postbreeding_migration",40471,42248.3304859996,19.0153170204797
1,1191,619.325673133135,2.17144007617622,2018-08-17,"postbreeding_migration",40471,50353.6653372347,20.3854023353596
2,5473,4412.61892735958,5.825627094781,2018-08-17,"postbreeding_migration",40471,50353.6653372347,20.3854023353596
3,5595,7589.44307678938,7.31468105788259,2018-08-17,"postbreeding_migration",40471,50353.6653372347,20.3854023353596
4,5659,8888.26920843124,8.07527132850134,2018-08-17,"postbreeding_migration",40471,50353.6653372347,20.3854023353596
